words,links,capital_words,spam_word_count,is_spam
166,1,2,4,0
279,6,10,7,1
224,1,3,2,0
514,2,11,3,1
217,2,30,7,1
615,9,12,4,1
668,9,1,5,1
60,1,2,2,0
454,2,3,5,0
424,10,1,7,1
100,3,11,8,1
120,7,5,2,1
56,3,1,2,0
341,6,28,6,1
29,5,5,2,0
240,0,2,1,0
229,0,4,6,0
128,2,8,3,1
538,2,16,0,1
402,1,1,1,0
165,2,3,0,0
138,0,3,2,0
178,0,1,0,0
363,5,11,5,1
66,2,29,3,1
186,2,2,2,0
999,6,11,6,1
652,2,9,6,1
138,0,3,0,0
302,7,15,0,1
408,2,21,0,1
860,9,13,10,1
101,0,9,2,0
125,8,28,10,1
200,0,6,10,1
742,6,23,6,1
446,0,4,2,0
549,3,22,5,1
203,7,28,3,1
34,1,1,1,0
23,4,2,6,0
468,1,4,1,0
175,1,3,1,0
158,2,21,1,1
796,3,25,2,1
98,2,2,0,0
92,5,27,10,1
224,10,29,10,1
882,0,0,9,1
277,2,8,1,0
174,1,2,2,0
122,2,3,2,0
188,1,3,2,0
128,2,2,2,0
128,5,4,3,1
240,1,1,1,0
881,2,15,6,1
732,2,13,3,1
193,2,3,1,0
613,2,10,9,1
224,1,1,3,0
355,1,15,5,1
56,10,2,4,1
299,0,2,0,0
65,1,5,2,0
112,2,2,0,0
612,6,9,0,1
296,2,1,2,0
290,3,2,2,0
132,2,2,6,0
260,1,0,2,0
213,7,7,2,1
220,1,0,0,0
48,0,1,5,0
131,8,10,3,1
936,3,29,4,1
975,8,20,5,1
238,1,6,2,0
255,1,2,0,0
748,10,17,1,1
252,0,2,4,0
574,10,21,7,1
79,4,0,2,0
354,2,2,1,0
153,0,3,1,0
48,1,0,0,0
531,3,17,7,1
153,1,8,2,0
812,10,6,3,1
545,4,4,8,1
962,10,24,3,1
120,0,2,0,0
755,9,6,6,1
211,1,2,0,0
64,9,24,2,1
672,10,7,10,1
294,2,3,5,0
261,6,5,5,1
387,0,2,0,0
109,1,1,0,0
268,2,2,1,0
558,0,10,5,1
213,2,1,1,0
429,4,21,9,1
238,3,11,9,1
168,2,7,2,0
231,1,20,5,1
82,0,24,6,1
629,9,21,1,1
123,3,4,7,1
261,0,0,4,0
162,2,3,5,0
163,0,7,1,0
129,2,0,1,0
95,2,3,0,0
849,1,10,0,1
169,0,8,6,0
273,0,0,2,0
582,9,9,3,1
277,0,1,1,0
435,0,1,2,0
109,2,10,0,1
259,0,1,6,0
182,2,15,8,1
57,0,1,2,0
92,0,1,2,0
303,2,12,9,1
134,8,21,1,1
616,4,30,5,1
549,1,18,7,1
195,7,17,5,1
244,2,1,1,0
447,2,0,0,0
106,7,8,3,1
162,2,3,1,0
241,0,0,3,0
614,0,0,3,1
848,8,0,3,1
220,2,0,1,0
54,1,1,6,0
372,1,2,2,0
359,0,1,6,1
874,1,1,5,1
614,9,19,7,1
124,0,4,3,0
85,4,16,10,1
772,4,14,2,1
723,6,18,3,1
951,3,16,1,1
219,2,7,1,0
333,1,5,10,1
846,3,22,7,1
220,4,3,1,0
191,2,0,2,0
560,3,22,9,1
169,0,0,2,0
102,1,2,0,0
676,5,24,5,1
271,1,9,0,0
977,7,8,4,1
234,2,5,1,0
293,10,19,2,1
630,6,22,4,1
93,4,0,6,0
431,1,18,10,1
637,8,26,10,1
130,2,11,3,1
640,9,15,8,1
74,2,3,0,0
159,0,0,0,0
237,8,10,3,1
612,0,22,3,1
299,1,8,2,0
837,5,2,6,1
62,2,3,0,0
154,5,0,2,0
879,8,19,6,1
947,8,23,4,1
649,7,11,0,1
133,0,2,0,0
174,5,6,2,0
96,2,0,5,0
254,0,0,1,0
144,2,3,1,0
655,7,10,1,1
217,2,1,1,0
46,1,3,6,0
178,3,20,3,1
458,7,16,8,1
434,4,8,7,1
415,2,3,1,0
116,2,3,1,0
455,1,3,0,0
357,6,15,7,1
671,6,18,0,1
314,8,28,2,1
97,1,2,0,0
200,5,3,2,0
798,5,12,7,1
269,0,7,0,0
142,2,10,3,1
376,2,26,7,1
183,2,9,0,0
286,2,1,2,0
835,8,6,8,1
130,2,9,3,1
138,6,26,0,1
152,1,3,2,0
127,2,26,7,1
150,4,16,0,1
81,2,2,2,0
764,10,23,3,1
595,3,30,6,1
249,0,3,2,0
129,1,3,4,0
294,1,0,1,0
281,1,2,0,0
199,10,15,4,1
124,1,9,0,0
324,0,8,3,0
93,1,5,1,0
223,1,3,1,0
914,10,5,10,1
83,10,23,10,1
183,5,2,0,0
159,5,0,2,0
333,4,3,3,1
376,8,19,8,1
272,2,3,0,0
754,9,24,4,1
288,3,6,1,0
125,1,0,2,0
256,2,8,10,1
651,9,11,10,1
656,7,29,5,1
266,1,3,2,0
290,4,0,0,0
546,0,22,7,1
336,3,3,4,0
569,7,10,5,1
202,2,2,0,0
426,0,2,1,0
358,1,17,1,1
60,0,9,4,0
394,9,5,5,1
73,3,1,0,0
208,7,14,10,1
153,5,10,0,0
168,4,2,1,0
169,0,2,1,0
141,0,1,1,0
717,5,30,4,1
267,1,4,1,0
882,9,23,2,1
724,5,3,5,1
240,0,0,2,0
146,4,12,7,1
162,5,5,9,1
64,1,2,0,0
728,2,22,3,1
151,1,2,6,0
237,6,0,5,1
750,10,9,3,1
935,5,28,5,1
753,1,5,3,1
609,6,5,2,1
432,2,2,4,0
807,7,22,4,1
136,4,1,2,0
316,3,0,7,1
794,4,1,0,1
112,2,6,0,0
816,7,20,10,1
353,2,7,5,1
49,2,3,2,0
241,0,9,4,0
186,2,1,1,0
69,1,1,2,0
95,8,13,3,1
307,4,26,10,1
234,2,2,1,0
170,0,3,1,0
218,2,0,4,0
868,7,5,7,1
707,3,23,8,1
47,1,1,0,0
487,5,3,2,0
647,3,22,8,1
253,1,0,2,0
794,0,27,6,1
371,0,4,6,1
232,0,0,1,0
545,7,19,3,1
716,4,9,8,1
65,5,2,2,0
869,3,26,6,1
161,3,26,8,1
168,4,6,0,1
290,2,2,2,0
294,7,27,3,1
117,2,24,5,1
928,6,10,9,1
305,1,5,7,1
208,0,3,4,0
80,1,3,2,0
251,3,4,2,0
226,3,19,4,1
300,1,1,5,0
277,1,6,4,1
879,0,12,1,1
94,0,0,0,0
192,3,9,9,1
589,2,3,10,1
81,1,8,0,0
212,3,19,7,1
249,1,3,1,0
205,0,0,1,0
383,0,3,1,0
761,2,2,6,1
273,2,2,5,0
270,2,3,0,0
183,3,4,3,1
106,1,3,0,0
254,4,4,8,1
710,0,26,4,1
180,1,2,0,0
482,3,16,6,1
146,4,28,5,1
220,2,1,1,0
443,1,28,6,1
231,4,3,2,0
910,7,24,4,1
735,7,16,2,1
288,0,3,1,0
283,5,3,0,0
967,3,28,3,1
638,2,25,1,1
237,2,3,6,0
153,2,29,4,1
484,0,28,4,1
481,10,22,6,1
106,8,3,6,1
143,1,9,5,1
494,1,2,0,0
140,1,3,4,0
82,6,22,1,1
473,4,12,9,1
140,0,3,2,0
170,6,27,7,1
93,1,0,2,0
382,4,1,6,0
210,3,2,2,0
630,8,27,5,1
223,1,0,5,0
44,0,0,2,0
107,2,3,2,0
250,9,4,2,1
632,8,28,8,1
199,5,17,2,1
623,3,15,10,1
456,5,13,2,1
270,2,1,1,0
86,0,0,1,0
784,2,5,10,1
92,6,11,10,1
158,0,0,5,0
31,1,0,0,0
208,2,0,2,0
929,7,19,1,1
409,5,16,2,1
208,2,8,1,0
396,4,16,4,1
163,2,0,0,0
211,1,2,1,0
103,3,23,4,1
932,6,7,5,1
37,2,2,0,0
382,1,14,0,1
736,5,29,9,1
283,3,11,9,1
149,2,8,0,0
873,0,17,8,1
67,1,0,4,0
59,0,20,7,1
222,3,26,9,1
628,2,15,4,1
269,0,0,0,0
177,2,3,0,0
252,0,0,1,0
244,0,0,0,0
249,7,6,3,1
78,9,29,9,1
114,8,0,3,1
223,7,21,3,1
245,2,2,2,0
195,9,14,0,1
180,1,1,2,0
121,3,3,5,1
196,7,19,1,1
199,2,2,0,0
210,4,0,1,0
256,4,3,8,1
474,2,3,0,0
158,9,12,7,1
218,1,6,2,0
403,3,4,4,1
425,0,2,1,0
104,1,3,1,0
456,3,11,10,1
31,0,3,1,0
107,4,18,8,1
45,2,0,1,0
158,1,2,2,0
180,3,2,0,0
182,1,0,1,0
500,5,8,7,1
956,9,10,10,1
275,2,0,2,0
73,8,11,9,1
74,0,2,0,0
68,1,1,2,0
250,2,0,1,0
70,2,0,1,0
150,2,10,1,0
101,0,1,6,0
20,3,2,1,0
85,0,3,1,0
26,0,0,0,0
375,5,24,1,1
156,1,1,1,0
241,1,5,1,0
252,10,17,9,1
630,5,5,4,1
714,3,5,4,1
32,1,3,1,0
213,2,9,1,0
45,0,0,5,0
257,3,1,1,0
779,0,6,2,1
223,0,0,1,0
68,1,1,6,0
73,5,0,3,1
534,7,21,6,1
163,0,0,2,0
195,0,0,1,0
383,4,2,2,0
589,10,8,8,1
446,1,0,2,0
77,2,5,3,1
239,2,26,10,1
293,2,0,1,0
87,0,0,1,0
715,6,26,5,1
115,1,3,1,0
836,1,24,8,1
101,1,2,2,0
164,7,10,6,1
269,3,0,1,0
122,4,0,4,0
97,2,29,10,1
182,9,27,0,1
383,0,19,4,1
205,1,0,5,0
297,2,0,2,0
155,1,1,6,0
993,5,18,5,1
71,2,0,1,0
194,2,0,5,0
126,1,3,0,0
256,3,23,4,1
20,2,2,0,0
237,0,3,2,0
186,2,5,6,1
191,1,1,2,0
394,8,1,3,1
152,2,1,6,0
132,0,0,1,0
374,4,10,9,1
158,1,3,0,0
402,2,3,2,0
268,5,5,6,1
294,2,3,0,0
243,0,3,2,0
270,1,3,4,0
583,2,10,6,1
283,2,3,1,0
784,4,19,9,1
833,1,19,7,1
247,0,2,5,0
665,8,6,5,1
160,1,1,2,0
422,5,23,7,1
241,2,3,1,0
50,0,1,0,0
414,4,13,10,1
172,3,2,2,0
126,4,1,7,1
30,4,1,1,0
146,0,3,0,0
177,2,13,8,1
147,0,0,1,0
317,3,24,3,1
102,1,1,1,0
59,0,1,2,0
953,10,29,7,1
395,0,0,3,0
70,9,17,1,1
262,1,2,5,0
206,1,1,2,0
37,2,2,2,0
292,1,0,1,0
290,1,3,6,0
163,1,1,3,0
327,7,0,9,1
157,3,15,3,1
101,4,0,5,1
366,2,1,1,0
298,2,6,1,0
181,0,4,1,0
388,7,1,8,1
139,0,3,1,0
181,0,2,2,0
103,8,6,10,1
278,2,3,0,0
45,0,1,2,0
250,2,3,1,0
752,6,24,3,1
237,3,0,6,0
458,5,22,9,1
640,5,4,5,1
75,0,2,1,0
82,5,21,0,1
269,2,3,2,0
258,1,3,1,0
139,1,0,3,0
214,1,2,1,0
273,1,1,2,0
493,3,0,2,0
909,4,25,4,1
361,3,14,10,1
178,7,19,9,1
202,1,1,1,0
317,2,0,2,0
594,6,19,3,1
414,1,1,0,0
48,3,2,0,0
930,4,13,3,1
152,5,23,6,1
233,5,0,0,0
859,8,15,0,1
178,8,22,10,1
842,2,16,4,1
62,7,21,7,1
53,2,2,2,0
808,5,4,4,1
230,2,3,1,0
810,7,16,4,1
146,0,2,0,0
905,5,5,7,1
192,1,3,0,0
139,3,21,4,1
874,6,25,4,1
260,1,1,0,0
750,6,21,2,1
910,9,9,5,1
314,0,2,0,0
781,10,3,0,1
491,1,10,3,0
475,2,1,1,0
579,3,9,7,1
127,0,4,0,0
576,0,12,3,1
187,4,28,9,1
210,2,3,4,0
286,1,7,4,0
92,4,5,2,0
143,4,0,8,1
335,2,1,1,0
413,1,6,1,0
524,2,11,4,1
242,4,0,1,0
28,0,1,0,0
174,4,7,2,0
298,2,2,3,0
823,4,7,10,1
285,0,3,1,0
988,8,13,10,1
139,2,10,0,0
581,0,13,6,1
453,1,7,0,1
263,2,1,1,0
283,4,2,2,0
638,7,25,9,1
503,10,13,3,1
297,2,13,7,1
440,3,25,0,1
867,8,26,10,1
451,2,18,7,1
139,5,11,5,1
750,7,4,10,1
897,7,4,10,1
51,2,4,2,0
53,2,0,2,0
295,0,3,1,0
124,1,2,1,0
640,3,16,2,1
180,3,30,5,1
247,2,0,1,0
167,2,12,7,1
610,1,8,7,1
818,4,7,5,1
215,1,1,0,0
451,2,19,3,1
208,2,15,0,1
157,0,5,4,0
212,4,1,10,1
356,10,3,9,1
162,8,12,8,1
727,2,1,10,1
62,1,18,2,1
471,6,5,5,1
78,6,21,3,1
951,0,14,5,1
21,0,1,2,0
184,9,28,7,1
880,5,22,5,1
50,4,1,1,0
758,7,28,0,1
298,3,22,8,1
230,1,2,2,0
240,1,2,1,0
810,6,15,4,1
895,2,23,2,1
892,9,20,3,1
442,4,2,10,1
419,1,2,0,0
78,2,0,2,0
64,2,0,5,0
676,4,9,4,1
281,1,3,0,0
115,2,6,0,1
579,3,7,10,1
771,0,12,8,1
125,5,28,5,1
593,8,15,3,1
449,1,3,1,0
792,3,28,9,1
192,0,17,7,1
431,4,5,5,1
828,8,12,4,1
369,0,3,2,0
301,9,6,7,1
125,1,3,2,0
183,3,30,0,1
103,0,0,1,0
195,4,3,8,1
56,0,3,1,0
981,3,13,7,1
526,2,24,6,1
955,6,10,8,1
39,0,0,1,0
246,4,1,0,0
794,2,11,9,1
749,2,0,4,1
95,1,3,1,0
285,0,0,2,0
164,1,3,1,0
129,1,8,2,0
958,7,26,7,1
708,3,7,8,1
460,2,13,8,1
813,9,11,0,1
21,0,0,5,0
306,5,8,0,0
565,7,15,5,1
226,3,5,5,1
606,10,17,7,1
66,2,0,6,0
341,2,19,8,1
187,5,23,10,1
195,0,3,2,0
499,2,19,4,1
73,0,3,1,0
607,9,11,1,1
119,1,0,3,0
184,0,1,3,0
72,2,1,2,0
262,1,2,0,0
211,4,1,0,0
326,8,11,4,1
794,2,6,9,1
137,4,2,0,0
270,0,1,1,0
891,3,18,4,1
965,1,11,6,1
270,1,3,0,0
220,1,3,0,0
515,3,9,1,1
173,0,9,0,0
59,1,0,1,0
205,1,8,0,0
73,2,4,1,0
78,5,19,3,1
888,8,5,6,1
162,2,4,0,0
174,1,2,3,0
620,6,8,0,1
266,1,3,0,0
366,6,12,8,1
398,2,3,4,0
101,5,0,8,1
657,9,29,3,1
560,5,17,3,1
166,4,1,2,0
204,0,3,1,0
460,4,0,1,0
120,0,17,6,1
335,8,20,1,1
235,8,2,3,1
879,5,7,8,1
154,2,2,2,0
832,8,2,10,1
842,2,23,0,1
957,3,19,8,1
230,3,14,7,1
838,2,2,3,1
77,3,3,2,0
47,3,1,5,0
368,1,4,1,0
427,3,16,6,1
120,5,15,5,1
367,3,2,2,0
306,2,7,0,0
244,2,0,6,0
864,9,29,4,1
325,6,3,8,1
213,1,0,0,0
128,2,1,3,1
713,5,5,8,1
997,0,6,6,1
130,8,10,3,1
245,2,1,2,0
177,4,22,2,1
83,4,2,1,0
255,1,0,1,0
285,1,2,1,0
185,3,3,3,0
168,3,18,7,1
459,7,27,3,1
160,3,2,9,1
586,10,29,2,1
565,10,14,10,1
132,1,0,0,0
574,4,27,8,1
249,0,3,2,0
65,3,2,7,1
277,9,24,8,1
596,1,5,0,1
882,7,21,3,1
255,2,26,1,1
803,10,1,8,1
612,7,16,0,1
50,2,23,7,1
165,1,1,2,0
122,4,20,8,1
129,6,20,1,1
132,0,26,5,1
514,9,7,7,1
127,2,2,5,0
278,2,0,0,0
221,7,1,6,1
209,0,2,2,0
534,1,29,3,1
199,2,14,6,1
179,0,2,0,0
192,10,23,6,1
545,10,7,0,1
167,0,8,1,0
769,10,3,5,1
869,2,18,1,1
912,10,5,0,1
184,5,1,2,0
141,9,5,1,1
153,4,3,2,0
581,4,0,1,1
78,8,17,10,1
205,4,3,3,1
176,5,4,4,1
154,9,25,10,1
119,3,5,4,1
922,6,7,10,1
165,0,3,1,0
277,2,1,1,0
157,3,13,9,1
173,9,11,1,1
60,3,25,9,1
200,4,0,2,0
425,3,13,5,1
64,9,21,5,1
45,1,2,1,0
83,5,1,2,0
162,4,1,4,0
325,1,0,2,0
299,1,2,2,0
360,3,0,1,0
46,1,0,2,0
89,2,1,0,0
184,9,6,3,1
207,0,4,0,0
992,1,18,1,1
66,0,1,2,0
290,0,1,1,0
20,1,1,2,0
460,3,15,4,1
72,2,0,2,0
110,1,18,9,1
735,7,30,1,1
707,9,17,8,1
352,0,3,0,0
299,7,10,8,1
172,2,8,4,0
190,1,1,1,0
132,6,14,7,1
399,0,3,2,0
48,2,0,5,0
181,1,4,3,0
638,9,1,6,1
493,9,6,9,1
885,1,25,4,1
130,1,2,2,0
55,3,26,7,1
270,2,2,2,0
283,8,30,1,1
736,3,3,9,1
264,1,2,2,0
124,2,0,8,1
203,2,24,2,1
221,1,2,0,0
284,2,3,1,0
107,10,11,1,1
291,4,1,10,1
728,6,5,9,1
188,0,0,2,0
324,5,25,8,1
297,0,2,2,0
326,1,0,1,0
146,0,1,2,0
230,0,1,0,0
68,8,2,8,1
133,0,1,1,0
120,2,25,9,1
50,2,6,8,1
414,5,2,7,1
30,2,1,0,0
165,1,3,2,0
27,1,6,2,0
959,3,13,10,1
281,1,1,2,0
212,5,2,0,0
161,4,8,8,1
129,3,14,3,1
122,0,8,1,1
48,2,9,1,0
404,1,2,6,0
464,2,3,1,1
214,1,2,1,0
185,2,1,1,0
632,5,29,5,1
101,3,0,1,1
382,5,4,9,1
40,4,3,0,0
318,4,25,6,1
824,2,4,3,1
337,1,4,3,1
235,0,1,3,0
76,5,0,2,0
151,1,3,2,0
550,4,19,4,1
123,2,2,0,0
272,10,8,4,1
149,3,25,6,1
59,2,0,0,0
61,8,7,4,1
393,5,1,1,0
28,4,1,1,0
239,4,15,5,1
935,9,8,3,1
375,2,0,0,0
106,2,5,10,1
88,3,2,2,0
243,2,0,1,0
538,3,20,5,1
218,1,1,1,0
174,0,3,6,0
858,6,1,4,1
185,0,0,0,0
194,0,3,5,0
206,1,1,0,0
152,2,23,10,1
167,0,9,1,0
198,1,3,9,1
97,0,3,0,0
237,1,9,2,0
35,5,3,1,0
224,1,6,2,0
753,8,11,8,1
197,0,0,1,0
966,10,20,10,1
272,1,1,2,0
92,0,4,5,1
218,2,2,1,0
135,3,23,9,1
166,0,1,3,0
77,5,27,6,1
89,4,2,2,0
289,9,4,10,1
151,2,2,4,0
143,8,30,6,1
334,3,27,6,1
301,10,3,6,1
134,1,1,3,0
254,4,18,9,1
78,1,1,2,0
706,0,17,6,1
170,1,2,0,0
162,4,25,6,1
780,9,7,3,1
249,5,2,2,0
196,1,2,6,0
376,4,30,10,1
530,10,21,7,1
80,10,25,7,1
928,9,5,4,1
206,0,2,2,0
28,4,0,0,0
884,9,30,10,1
605,7,16,7,1
258,2,2,4,0
374,10,30,5,1
781,8,16,7,1
432,9,29,10,1
552,4,23,9,1
132,5,3,1,0
83,8,14,8,1
891,8,10,3,1
53,1,3,2,0
189,2,3,1,0
773,7,1,4,1
856,3,1,6,1
665,6,23,2,1
118,1,3,0,0
241,2,3,1,0
129,2,21,7,1
107,2,2,1,0
286,0,9,1,0
190,10,1,4,1
89,4,29,3,1
386,0,0,1,0
161,9,17,9,1
314,7,24,2,1
176,1,8,1,0
129,9,5,3,1
26,1,3,0,0
237,1,0,1,0
368,1,13,4,1
647,2,11,1,1
133,2,0,0,0
243,5,9,4,1
157,2,16,10,1
161,8,26,9,1
266,1,1,0,0
330,10,10,5,1
23,0,1,5,0
82,5,2,2,0
627,8,8,6,1
458,6,5,6,1
32,0,2,1,0
275,1,1,2,0
314,5,15,7,1
54,7,14,4,1
645,6,23,3,1
938,5,30,7,1
31,0,3,2,0
99,2,2,2,0
852,3,11,6,1
262,2,2,2,0
119,0,3,1,0
168,4,13,2,1
121,10,30,5,1
126,1,2,1,0
878,2,4,7,1
429,2,1,2,0
180,10,23,6,1
84,2,0,3,1
401,4,20,7,1
869,5,5,3,1
213,0,0,2,0
180,1,4,1,0
540,7,28,10,1
599,7,9,9,1
468,0,0,0,0
146,2,10,2,0
471,2,9,6,1
613,8,12,8,1
228,1,2,2,0
174,2,2,3,0
161,6,22,3,1
558,3,5,0,1
777,5,0,7,1
247,2,4,1,0
184,10,24,9,1
187,4,10,3,0
239,1,3,6,0
269,5,2,1,0
81,10,0,8,1
140,10,18,9,1
55,2,10,5,0
232,1,0,1,0
252,1,2,2,0
227,1,0,4,0
184,0,4,0,0
250,2,3,6,0
161,4,22,3,1
197,10,21,8,1
438,4,1,0,0
253,2,1,1,0
255,2,3,2,0
91,2,2,2,0
42,1,3,1,0
37,0,1,2,0
499,4,0,1,1
944,7,0,4,1
911,3,18,8,1
412,6,6,4,1
277,3,0,1,0
96,2,3,2,0
781,8,22,2,1
207,0,9,1,0
247,0,1,2,0
891,3,10,7,1
601,7,3,5,1
221,1,0,0,0
743,7,19,5,1
52,2,3,0,0
66,3,26,9,1
240,0,2,0,0
97,4,15,10,1
670,2,13,10,1
227,2,0,2,0
217,1,2,1,0
125,5,8,3,1
853,2,25,1,1
547,3,2,3,1
259,1,7,2,0
475,4,15,8,1
592,7,3,3,1
427,0,29,4,1
359,0,2,2,0
398,1,0,1,0
228,1,3,2,0
243,2,2,2,0
186,0,2,1,0
577,9,11,8,1
153,5,0,0,0
388,5,17,5,1
288,3,1,1,0
123,4,30,8,1
240,1,0,2,0
147,1,3,0,0
452,5,24,3,1
113,10,9,6,1
941,9,8,0,1
900,7,17,5,1
595,0,27,6,1
896,3,17,8,1
79,2,8,5,0
502,2,4,5,1
925,3,23,2,1
195,1,0,0,0
233,1,0,1,0
250,1,3,2,0
229,2,3,0,0
50,9,7,5,1
36,3,0,2,0
26,0,6,3,0
260,3,2,1,0
340,1,3,6,0
214,1,2,3,0
110,1,2,5,0
313,10,28,10,1
156,1,3,2,0
117,7,9,10,1
388,3,21,9,1
768,9,4,2,1
193,2,0,8,1
980,2,9,9,1
497,1,8,1,0
29,1,1,1,0
288,7,18,3,1
997,2,17,4,1
568,4,17,10,1
124,4,1,5,1
193,2,2,1,0
504,3,0,10,1
857,2,25,0,1
